Identifier,Method,Basis Set,Number of Basis Functions,Charge,Multiplicity,Molecular Weight,RAM Used (MB),Number of Processors,Total CPU Time (s),Electronic Energy (HF),Enthalpy (HF),Entropy (HF),Gibbs Free Energy (HF),Vibrational Frequency 6 (cm-1),Vibrational Frequency 7 (cm-1),Vibrational Frequency 8 (cm-1),Vibrational Frequency 9 (cm-1),Error Code,Smallest log10(kcal mol-1) SCF Energy Diff
CUBNUI_CREST1,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.4,8.0,19459.0,-720.85092137,-720.65716274,0.05315457,-720.71031731,45.46,52.91,74.18,79.18,,-5.810734938063069
CUBNUI_CREST10,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.8,8.0,23755.0,-720.85472127,-720.66126028,0.05344713,-720.71470741,46.49,51.63,58.74,74.8,,-5.606169347965634
CUBNUI_CREST11,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.2,8.0,14305.0,-720.85853334,-720.66541151,0.05394061,-720.71935212,34.48,44.42,51.88,70.15,,-5.2016488058523365
CUBNUI_CREST12,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,18086.0,-720.85321502,-720.65985237,0.05463094,-720.71448331,8.06,49.3,59.37,66.24,,-5.461756867170427
CUBNUI_CREST13,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.0,8.0,18472.0,-720.85369045,-720.66020748,0.0538905,-720.71409798,35.18,38.99,55.57,63.32,,-5.4007876249272755
CUBNUI_CREST14,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,26299.0,-720.85733386,-720.6644418,0.05401091,-720.71845271,36.64,42.67,51.45,52.13,,-5.337680253886238
CUBNUI_CREST15,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,958.2,8.0,34301.0,-720.85589815,-720.66287135,0.05431513,-720.71718648,26.96,42.52,46.92,63.78,,-5.504071009552972
CUBNUI_CREST16,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.5,8.0,30471.0,-720.85850756,-720.66529496,0.05371255,-720.71900751,40.21,47.36,58.57,73.26,,-7.020217893662995
CUBNUI_CREST17,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,17201.0,-720.85612969,-720.66285862,0.05343473,-720.71629335,37.85,56.16,59.19,87.19,,-6.388670997795
CUBNUI_CREST18,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,47922.0,-720.85466245,-720.66122669,0.05359121,-720.7148179,44.14,49.73,57.57,67.12,,-5.404483237395702
CUBNUI_CREST19,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.6,8.0,18117.0,-720.85567801,-720.66246486,0.05331044,-720.7157753,39.43,55.55,66.79,87.25,,-7.1466740070947985
CUBNUI_CREST2,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,972.5,8.0,32454.0,-720.8532939,-720.65979176,0.05405031,-720.71384207,23.33,39.75,50.02,62.15,,-5.747485027970284
CUBNUI_CREST20,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,27674.0,-720.85733958,-720.66438875,0.05391273,-720.71830148,43.96,47.47,49.64,54.51,,-5.137835464575862
CUBNUI_CREST21,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.9,8.0,20526.0,-720.8536419,-720.6601331,0.0538918,-720.71402489,36.13,37.86,53.2,67.97,,-6.386100753150405
CUBNUI_CREST22,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,944.1,8.0,20637.0,-720.85371891,-720.66020302,0.0539321,-720.71413512,39.21,40.24,58.46,72.58,,-5.30472669717198
CUBNUI_CREST23,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.7,8.0,14174.0,-720.85665247,-720.66330508,0.05379937,-720.71710445,31.15,48.09,58.79,72.21,,-5.5671647883844955
CUBNUI_CREST24,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.5,8.0,14364.0,-720.85850952,-720.66530439,0.05371719,-720.71902159,43.43,48.05,57.32,69.86,,-5.821815618895931
CUBNUI_CREST25,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,936.5,8.0,21452.0,-720.85420948,-720.66074541,0.05402149,-720.7147669,32.39,45.6,56.69,65.19,,-5.915867578625916
CUBNUI_CREST26,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.1,8.0,19577.0,-720.8538966,-720.6605067,0.05405619,-720.71456289,20.65,37.56,52.56,55.88,,-5.323160654057808
CUBNUI_CREST27,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.6,8.0,19431.0,-720.85674443,-720.66359712,0.05395021,-720.71754733,35.45,40.07,52.17,70.4,,-5.696301712139552
CUBNUI_CREST28,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.5,8.0,23642.0,-720.85427788,-720.66061903,0.05389766,-720.71451669,33.67,47.12,55.47,63.55,,-5.682184459660827
CUBNUI_CREST29,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.2,8.0,21458.0,-720.85386391,-720.66028636,0.05361312,-720.71389949,35.46,50.36,65.19,83.6,,-5.250875897983312
CUBNUI_CREST3,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,943.2,8.0,29260.0,-720.85792067,-720.6649742,0.05413738,-720.71911158,35.05,47.05,52.77,64.15,,-5.6853856252281485
CUBNUI_CREST30,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.8,8.0,20757.0,-720.8536215,-720.66011897,0.05423168,-720.71435066,21.39,35.63,47.44,64.8,,-5.7249713881482105
CUBNUI_CREST31,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,17587.0,-720.85409688,-720.66082654,0.05411184,-720.71493838,27.06,35.09,66.55,69.55,,-4.8463611891604295
CUBNUI_CREST32,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.4,8.0,18307.0,-720.85605428,-720.66294936,0.05398172,-720.71693108,40.12,44.48,56.45,71.03,,-5.557528986142715
CUBNUI_CREST33,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.5,8.0,20258.0,-720.8486841,-720.65490126,0.05322502,-720.70812629,38.33,58.54,72.92,83.47,,-5.886936820343533
CUBNUI_CREST34,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,954.6,8.0,22224.0,-720.8549793,-720.66163527,0.05387412,-720.71550939,32.08,47.06,55.71,64.31,,-5.419588428946888
CUBNUI_CREST35,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.5,8.0,36010.0,-720.85189886,-720.65816406,0.05364691,-720.71181097,30.0,52.76,61.88,76.2,,-5.686648634582508
CUBNUI_CREST36,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,936.5,8.0,28076.0,-720.85327322,-720.65995365,0.05436686,-720.71432052,17.72,27.05,53.59,70.83,,-5.465794832667988
CUBNUI_CREST37,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,943.0,8.0,20860.0,-720.85232653,-720.65899783,0.05322635,-720.71222418,49.87,67.73,84.6,93.74,,-5.366702539672827
CUBNUI_CREST38,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,20544.0,-720.85381673,-720.66033482,0.05382892,-720.71416373,31.55,43.7,66.64,79.21,,-5.315290607870653
CUBNUI_CREST39,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.9,8.0,24453.0,-720.85397058,-720.66060416,0.05379463,-720.71439879,15.54,57.82,59.02,79.35,,-5.192479755278937
CUBNUI_CREST4,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.0,8.0,33946.0,-720.85407518,-720.6604669,0.05365441,-720.71412131,41.06,43.65,54.42,76.79,,-5.526121562365364
CUBNUI_CREST40,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,54318.0,-720.85855634,-720.66528974,0.05372779,-720.71901753,44.04,44.74,55.59,74.08,,-5.499545428059827
CUBNUI_CREST41,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,936.7,8.0,17501.0,-720.85364759,-720.66023211,0.0541924,-720.71442451,28.85,35.25,48.0,67.09,,-5.374660524049291
CUBNUI_CREST42,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,943.6,8.0,18066.0,-720.85370553,-720.66055753,0.05391897,-720.7144765,25.64,44.8,54.29,79.01,,-5.07371863248662
CUBNUI_CREST43,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.5,8.0,28105.0,-720.85857832,-720.66550276,0.05377787,-720.71928063,44.84,48.39,54.99,69.89,,-6.524667334087994
CUBNUI_CREST44,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.7,8.0,17566.0,-720.85148773,-720.65788776,0.05395874,-720.7118465,27.52,38.61,47.65,72.95,,-5.628186388892237
CUBNUI_CREST45,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,17870.0,-720.85186306,-720.65827055,0.05393175,-720.7122023,33.3,46.73,56.12,74.52,,-5.2383176871300865
CUBNUI_CREST46,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,1063.1,8.0,30043.0,-720.8567349,-720.66352342,0.0541217,-720.71764511,30.4,39.14,46.5,66.8,,-6.348576075032313
CUBNUI_CREST47,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.0,8.0,18119.0,-720.85222943,-720.65896684,0.05327467,-720.71224151,55.16,71.22,84.23,88.31,,-5.623708411602812
CUBNUI_CREST48,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.6,8.0,29848.0,-720.85407215,-720.6603002,0.05388496,-720.71418515,27.27,44.85,47.41,70.79,,-5.607547703749408
CUBNUI_CREST49,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,943.4,8.0,37230.0,-720.85665965,-720.6634737,0.05397513,-720.71744883,31.83,43.74,49.25,66.99,,-5.607422217753013
CUBNUI_CREST5,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.9,8.0,18555.0,-720.85235313,-720.65925205,0.05335212,-720.71260417,61.24,72.37,78.11,87.84,,-5.252823509381052
CUBNUI_CREST50,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,936.8,8.0,15709.0,-720.85463032,-720.66109325,0.05368663,-720.71477988,35.64,43.47,73.74,79.67,,-5.503655842382629
CUBNUI_CREST51,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,935.8,8.0,21378.0,-720.85571569,-720.66264772,0.05398965,-720.71663737,38.21,41.44,48.27,53.21,,-5.444053939024162
CUBNUI_CREST52,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.2,8.0,22871.0,-720.85572572,-720.66271889,0.05408135,-720.71680024,38.17,41.93,44.31,51.38,,-5.075123367727866
CUBNUI_CREST53,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,29085.0,-720.85407239,-720.66071613,0.05382804,-720.71454418,31.81,40.26,58.38,68.01,,-5.229115986269362
CUBNUI_CREST54,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.3,8.0,16292.0,-720.85496338,-720.66161946,0.05396589,-720.71558534,29.31,41.86,48.55,75.63,,-5.29241656040196
CUBNUI_CREST55,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.5,8.0,30737.0,-720.85201438,-720.65827434,0.05404014,-720.71231448,24.97,46.54,55.04,74.06,,-5.52877244408247
CUBNUI_CREST56,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.9,8.0,27028.0,-720.85737165,-720.66446532,0.05396832,-720.71843364,37.3,41.59,49.76,55.73,,-5.203387289962753
CUBNUI_CREST57,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.6,8.0,55863.0,-720.85853283,-720.66537993,0.05387322,-720.71925316,35.79,42.6,55.48,70.37,,-6.192817708869813
CUBNUI_CREST58,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,1015.9,8.0,17394.0,-720.85685928,-720.66356206,0.05387654,-720.71743859,33.38,42.93,49.36,74.82,,-5.893820976114906
CUBNUI_CREST59,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.4,8.0,29516.0,-720.85331039,-720.65943616,0.05366362,-720.71309978,27.69,41.76,51.0,52.03,,-5.627923243899999
CUBNUI_CREST6,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.0,8.0,15844.0,-720.85451973,-720.66112168,0.05396813,-720.71508981,31.34,39.63,68.77,74.55,,-5.3734435808652155
CUBNUI_CREST60,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,962.6,8.0,34214.0,-720.85583774,-720.66274043,0.05400073,-720.71674116,34.07,42.54,47.96,54.46,,-5.667761368165493
CUBNUI_CREST61,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.0,8.0,17582.0,-720.8515271,-720.6579954,0.05415095,-720.71214635,23.36,40.76,58.37,74.78,,-5.903139905262737
CUBNUI_CREST62,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.2,8.0,18673.0,-720.85605917,-720.6629546,0.05407437,-720.71702897,39.1,39.92,53.3,68.33,,-5.624490689476112
CUBNUI_CREST63,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,18183.0,-720.85754816,-720.66429191,0.05300104,-720.71729295,45.44,54.14,72.51,81.62,,-5.303840190482644
CUBNUI_CREST64,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,55860.0,-720.85736918,-720.6643712,0.05391456,-720.71828576,36.95,49.21,53.95,55.95,,-5.046082923959597
CUBNUI_CREST65,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,17716.0,-720.85751869,-720.66420299,0.05308702,-720.71729001,44.15,50.15,69.39,78.54,,-5.311757613203197
CUBNUI_CREST66,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,1027.4,8.0,23644.0,-720.85216862,-720.65857424,0.0541502,-720.71272444,22.59,30.95,44.21,50.54,,-5.252623920420656
CUBNUI_CREST67,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.7,8.0,53602.0,-720.85584638,-720.66287222,0.05398344,-720.71685567,36.09,48.92,51.26,56.12,,-5.709399209684675
CUBNUI_CREST68,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,27229.0,-720.85729059,-720.6643988,0.05418239,-720.71858119,38.26,39.63,48.54,51.56,,-5.944458231293668
CUBNUI_CREST69,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,15977.0,-720.85406858,-720.66095921,0.05454344,-720.71550265,28.38,34.74,38.12,52.43,,-5.369813078599364
CUBNUI_CREST7,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,935.9,8.0,16692.0,-720.85851888,-720.66538321,0.05380621,-720.71918942,37.14,46.5,56.69,74.0,,-5.468720487012789
CUBNUI_CREST70,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.4,8.0,19889.0,-720.85419453,-720.66106037,0.05417646,-720.71523683,32.49,34.66,45.24,51.21,,-6.107656685097387
CUBNUI_CREST71,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.5,8.0,15433.0,-720.85464373,-720.66164114,0.05443213,-720.71607327,23.17,40.65,50.24,53.54,,-5.968330268118579
CUBNUI_CREST72,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.8,8.0,20962.0,-720.85282775,-720.65936368,0.05381138,-720.71317506,31.03,47.23,53.49,64.52,,-5.589961532884936
CUBNUI_CREST73,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,940.0,8.0,21875.0,-720.85377241,-720.66028964,0.05388473,-720.71417437,42.63,48.32,54.96,79.24,,-5.787331890322431
CUBNUI_CREST74,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,938.8,8.0,25661.0,-720.85585734,-720.6627299,0.0547244,-720.7174543,12.11,47.68,52.75,57.68,,-5.577253275800887
CUBNUI_CREST75,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,21460.0,-720.8541683,-720.66080733,0.05403972,-720.71484705,31.96,39.67,44.68,57.64,,-5.2206713074942535
CUBNUI_CREST76,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.7,8.0,18575.0,-720.85311872,-720.6596876,0.05350076,-720.71318836,22.04,55.13,68.93,78.51,,-5.3537642752110095
CUBNUI_CREST77,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,943.6,8.0,22556.0,-720.85424434,-720.66104527,0.05380389,-720.71484916,38.73,41.66,53.85,55.54,,-5.258606893687362
CUBNUI_CREST78,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.9,8.0,21795.0,-720.85302404,-720.65945636,0.05350995,-720.7129663,44.01,53.34,64.43,69.75,,-5.069953482973963
CUBNUI_CREST8,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,939.5,8.0,15821.0,-720.85416322,-720.66084742,0.05396075,-720.71480817,33.7,38.31,64.86,72.85,,-5.718344796373111
CUBNUI_CREST9,WB97M-D3BJ,def2-TZVP,463.0,0.0,1.0,190.16,941.5,8.0,14273.0,-720.85667587,-720.6633247,0.05381001,-720.71713472,32.58,46.25,57.57,71.68,,-5.728936670037728
REGXAC_CREST1,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1440.6,8.0,146824.0,-944.4094724,-943.83473905,0.07029464,-943.90503369,41.18,63.4,82.9,96.51,,-4.415359280340862
REGXAC_CREST10,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,235.0,16.0,1142440.0,-944.412545617697,,,,,,,,Optimization Did Not Converge,-5.093980065169831
REGXAC_CREST100,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.6,8.0,285663.0,-944.4040453,-943.82910912,0.07029879,-943.89940791,34.86,52.47,61.86,79.92,,-4.739228712983344
REGXAC_CREST101,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,802.2,32.0,307464.0,-944.40726004,-943.83268218,0.06942328,-943.90210546,56.62,80.77,100.21,103.11,,-4.483768917905094
REGXAC_CREST102,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.9,8.0,168525.0,-944.40989362,-943.8343855,0.06981152,-943.90419702,37.64,54.95,77.06,93.46,,-5.130008303302287
REGXAC_CREST103,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,236.1,16.0,1179360.0,-944.402110031009,,,,,,,,Optimization Did Not Converge,-4.400996620562798
REGXAC_CREST104,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.7,8.0,120116.0,-944.3964077,-943.82171344,0.07059283,-943.89230628,51.61,56.65,63.07,76.96,,-5.225924745819091
REGXAC_CREST105,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.0,8.0,127290.0,-944.40762986,-943.83079875,0.06919987,-943.89999861,57.0,72.76,80.26,104.67,,-5.114700318003082
REGXAC_CREST106,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,233.0,16.0,1002065.0,-944.409131420344,,,,,,,,Optimization Did Not Converge,-4.77235100145321
REGXAC_CREST107,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1440.7,8.0,138043.0,-944.41251751,-943.83728329,0.06949736,-943.90678065,56.69,64.74,82.64,99.71,,-4.471060618698092
REGXAC_CREST108,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1440.9,16.0,268177.0,-944.40902229,-943.82949245,0.06784593,-943.89733838,-634.63,61.76,69.54,89.97,,-4.436035462821624
REGXAC_CREST109,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1440.2,8.0,121313.0,-944.40245913,-943.82742261,0.0703019,-943.89772451,35.49,69.89,77.88,92.27,,-4.410459229331758
REGXAC_CREST11,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.5,8.0,146699.0,-944.41276512,-943.83869099,0.07044422,-943.90913521,42.79,59.68,69.74,75.19,,-6.208354463752643
REGXAC_CREST110,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.1,16.0,257095.0,-944.39791685,-943.82157047,0.07058809,-943.89215855,38.98,56.35,67.08,108.33,,-5.0167393294381455
REGXAC_CREST111,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1447.8,8.0,150509.0,-944.40005048,-943.82411565,0.07019076,-943.89430641,46.93,60.15,70.5,86.62,,-4.159079236856628
REGXAC_CREST112,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.5,8.0,149357.0,-944.40937867,-943.83499433,0.07023851,-943.90523284,44.01,65.53,74.57,85.96,,-4.755703592932183
REGXAC_CREST113,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.8,8.0,123120.0,-944.40264492,-943.82719,0.06958277,-943.89677277,58.65,75.42,80.36,94.84,,-5.0311833173227365
REGXAC_CREST114,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1441.6,16.0,925286.0,-944.41386362,-943.83343852,0.06717952,-943.90061804,-1275.12,65.68,75.77,102.63,,-5.6389260480549845
REGXAC_CREST115,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.4,8.0,161108.0,-944.40619692,-943.83092128,0.07077568,-943.90169696,22.06,57.15,72.36,79.88,,-4.661105888074446
REGXAC_CREST116,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1441.8,8.0,126964.0,-944.39788125,-943.82296851,0.07041765,-943.89338616,40.65,65.85,71.7,90.57,,-5.699267878355428
REGXAC_CREST117,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,234.5,16.0,1146914.0,-944.411745114414,,,,,,,,Optimization Did Not Converge,-4.082765973084913
REGXAC_CREST118,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1443.8,16.0,224221.0,-944.40380337,-943.8298301,0.07055864,-943.90038875,59.3,69.49,77.05,88.68,,-4.563425343153212
REGXAC_CREST119,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1447.1,8.0,150850.0,-944.40154346,-943.82678577,0.07088606,-943.89767183,29.65,71.3,79.95,99.63,,-4.312617169480434
REGXAC_CREST12,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1444.4,8.0,327039.0,-944.41372267,-943.83923829,0.07035252,-943.90959081,39.57,58.61,72.55,78.81,,-4.695630958426279
REGXAC_CREST120,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,233.2,16.0,1080964.0,-944.406556169464,,,,,,,,Optimization Did Not Converge,-5.723493691990012
REGXAC_CREST121,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.8,8.0,154658.0,-944.40596403,-943.83048497,0.07007097,-943.90055594,45.79,62.75,66.96,83.43,,-4.121682914518156
REGXAC_CREST122,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1446.0,8.0,225093.0,-944.40404272,-943.82850718,0.06973719,-943.89824437,52.66,63.79,71.27,90.8,,-4.90565577440991
REGXAC_CREST123,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.7,8.0,119865.0,-944.39570347,-943.82134746,0.07077603,-943.89212349,42.03,64.16,69.14,93.52,,-4.826536032919398
REGXAC_CREST124,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1447.5,8.0,117686.0,-944.39928054,-943.82408864,0.06983755,-943.89392619,52.41,62.88,68.77,93.81,,-5.535801006714747
REGXAC_CREST125,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1444.2,8.0,256326.0,-944.4107313,-943.83663073,0.07052274,-943.90715347,53.84,59.61,68.66,78.77,,-4.508960183417408
REGXAC_CREST126,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1444.9,8.0,157331.0,-944.40378323,-943.8281675,0.06971277,-943.89788027,50.25,72.62,77.81,94.24,,-5.660101856576443
REGXAC_CREST127,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1442.6,8.0,148444.0,-944.40089533,-943.82594887,0.07111755,-943.89706642,34.59,45.6,63.46,82.3,,-5.064693365053948
REGXAC_CREST128,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1446.3,8.0,165283.0,-944.39989627,-943.82423014,0.07056545,-943.89479558,30.02,47.09,68.42,76.04,,-4.586958848823345
REGXAC_CREST129,WB97M-D3BJ,def2-TZVP,904.0,0.0,1.0,311.52,1441.3,8.0,136033.0,-944.40446395,-943.82982721,0.06985365,-943.89968086,47.62,62.84,68.3,85.26,,-4.841417246750549
